0.000000 -0.000000 -0.000000 -15.475590 32.544003 -17.068413 0.000000 0.000000 0.000000 0.000000 -15.475590 32.544003 -17.068413 -0.000000
0.000000 -0.000000 -0.000000 -15.475590 32.544003 -17.068413 0.000000 0.000000 0.000000 0.000000 -15.475590 32.544003 -17.068413 -0.000000
0.000000 -0.000000 -0.025388 -15.480102 32.553518 -17.073416 -0.025388 0.000000 0.000000 0.025388 -15.471078 32.534488 -17.063410 0.025388
0.000000 0.000000 -0.118028 -15.496407 32.587905 -17.091498 -0.118028 0.000000 -0.000000 0.118023 -15.454459 32.499439 -17.044980 0.118023
0.000000 0.000000 -0.296551 -15.526641 32.651669 -17.125027 -0.296551 0.000000 0.000000 0.296498 -15.421249 32.429400 -17.008151 0.296498
0.000000 -0.000000 -0.572113 -15.569890 32.742883 -17.172993 -0.572113 0.000000 0.000000 0.571874 -15.366541 32.314027 -16.947487 0.571874
0.000000 -0.000000 -0.949171 -15.622109 32.853017 -17.230908 -0.949171 0.000000 0.000000 0.948449 -15.284551 32.141127 -16.856576 0.948449
0.000000 0.000000 -1.426247 -15.676533 32.967808 -17.291275 -1.426247 0.000000 0.000000 1.424529 -15.168593 31.896606 -16.728013 1.424529
0.000000 0.000000 -1.996669 -15.724524 33.069033 -17.344509 -1.996669 0.000000 0.000000 1.993191 -15.011445 31.565254 -16.553809 1.993191
0.000000 0.000000 -2.649330 -15.756676 33.136851 -17.380175 -2.649330 0.000000 -0.000000 2.643074 -14.806018 31.132147 -16.326129 2.643074
0.000000 0.000000 -3.369452 -15.764013 33.152327 -17.388314 -3.369452 0.000000 -0.000000 3.359186 -14.546188 30.584409 -16.038220 3.359186
0.000000 0.000000 -4.139392 -15.739120 33.099820 -17.360700 -4.139392 0.000000 -0.000000 4.123746 -14.227688 29.913094 -15.685406 4.123746
0.000000 0.000000 -4.939476 -15.677084 32.968968 -17.291884 -4.939476 0.000000 0.000000 4.917051 -13.848970 29.115001 -15.266031 4.917051
0.000000 0.000000 -5.748868 -15.576178 32.756140 -17.179961 -5.748868 0.000000 0.000000 5.718362 -13.411962 28.194265 -14.782304 5.718362
0.000000 0.000000 -6.546452 -15.438246 32.465236 -17.026989 -6.546452 0.000000 0.000000 6.506791 -12.922694 27.163661 -14.240968 6.506791
0.000000 0.000000 -7.311700 -15.268750 32.107794 -16.839043 -7.311700 0.000000 0.000000 7.262159 -12.391737 26.045518 -13.653781 7.262159
0.000000 0.000000 -8.025522 -15.076469 31.702347 -16.625877 -8.025522 0.000000 -0.000000 7.965809 -11.834417 24.872152 -13.037735 7.965809
0.000000 0.000000 -8.671055 -14.872830 31.273000 -16.400170 -8.671055 0.000000 -0.000000 8.601357 -11.270694 23.685599 -12.414905 8.601357
0.000000 -0.000000 -9.234404 -14.670861 30.847225 -16.176364 -9.234404 0.000000 0.000000 9.155392 -10.724524 22.536259 -11.811735 9.155392
0.000000 -0.000000 -9.705338 -14.483807 30.452939 -15.969132 -9.705338 0.000000 -0.000000 9.618118 -10.222396 21.479821 -11.257426 9.618118
0.000000 0.000000 -10.077953 -14.323515 30.115096 -15.791581 -10.077953 0.000000 -0.000000 9.983968 -9.790697 20.571722 -10.781026 9.983968
0.000000 -0.000000 -10.351327 -14.198752 29.852159 -15.653407 -10.351327 0.000000 0.000000 10.252228 -9.451674 19.858673 -10.406999 10.252228
0.000000 -0.000000 -10.530198 -14.113756 29.673042 -15.559286 -10.530198 0.000000 0.000000 10.427688 -9.218360 19.368005 -10.149644 10.427688
0.000000 -0.000000 -10.625691 -14.067273 29.575090 -15.507816 -10.625691 0.000000 0.000000 10.521337 -9.089737 19.097521 -10.007784 10.521337
0.000000 -0.000000 -10.656087 -14.052276 29.543486 -15.491210 -10.656087 0.000000 0.000000 10.551143 -9.048023 19.009803 -9.961780 10.551143
0.000000 -0.000000 -10.647648 -14.056317 29.552002 -15.495685 -10.647648 0.000000 -0.000000 10.542865 -9.059162 19.033228 -9.974067 10.542865
0.000000 -0.000000 -10.647648 -14.056317 29.552002 -15.495685 -10.647648 0.000000 -0.000000 10.530907 -9.075417 19.067413 -9.991996 10.530907
