0.00 0.00 -0.00 0.00 -0.00 0.00 0.00 -0.00 -0.00 -0.00 -0.00 -0.00 -0.00
0.00 0.00 -0.00 0.00 -0.00 0.00 0.00 0.00 0.00 -0.00 0.00 -0.00 0.00
0.00 0.00 -0.02 0.03 -0.02 0.00 0.00 0.00 0.00 -0.02 0.03 -0.02 0.00
0.00 0.00 -0.05 0.11 -0.06 0.00 0.00 0.00 0.00 -0.05 0.11 -0.06 0.00
0.00 0.00 -0.12 0.25 -0.13 0.00 0.00 0.00 0.00 -0.12 0.25 -0.13 0.00
0.00 0.00 -0.22 0.47 -0.25 0.00 0.00 0.00 0.00 -0.22 0.47 -0.25 0.00
0.00 0.00 -0.37 0.77 -0.41 0.00 0.00 -0.00 -0.00 -0.37 0.77 -0.41 -0.00
0.00 0.00 -0.56 1.18 -0.62 0.00 0.00 -0.00 -0.00 -0.56 1.18 -0.62 -0.00
0.00 0.00 -0.80 1.69 -0.88 0.00 0.00 0.00 0.00 -0.80 1.69 -0.88 0.00
0.00 0.00 -1.09 2.30 -1.20 0.00 0.00 0.00 0.00 -1.09 2.30 -1.20 0.00
0.00 0.00 -1.43 3.01 -1.58 0.00 0.00 0.00 0.00 -1.43 3.01 -1.58 0.00
0.00 0.00 -1.82 3.83 -2.01 0.00 0.00 0.00 0.00 -1.82 3.83 -2.01 0.00
0.00 0.00 -2.26 4.75 -2.49 0.00 0.00 0.00 0.00 -2.26 4.75 -2.49 0.00
0.00 0.00 -2.74 5.76 -3.02 0.00 0.00 0.00 0.00 -2.74 5.76 -3.02 0.00
0.00 0.00 -3.26 6.85 -3.59 0.00 0.00 -0.00 -0.00 -3.26 6.85 -3.59 -0.00
0.00 0.00 -3.81 8.01 -4.20 0.00 0.00 0.00 0.00 -3.81 8.01 -4.20 0.00
0.00 0.00 -4.40 9.24 -4.85 0.00 0.00 -0.00 -0.00 -4.40 9.24 -4.85 -0.00
0.00 0.00 -5.01 10.52 -5.52 0.00 0.00 -0.00 -0.00 -5.01 10.52 -5.52 -0.00
0.00 0.00 -5.63 11.84 -6.21 0.00 0.00 -0.00 -0.00 -5.63 11.84 -6.21 -0.00
0.00 0.00 -6.28 13.19 -6.92 0.00 0.00 -0.00 -0.00 -6.28 13.19 -6.92 -0.00
0.00 0.00 -6.92 14.56 -7.63 0.00 0.00 0.00 0.00 -6.92 14.56 -7.63 0.00
0.00 0.00 -7.57 15.92 -8.35 0.00 0.00 0.00 0.00 -7.57 15.92 -8.35 0.00
0.00 0.00 -8.21 17.27 -9.05 0.00 0.00 -0.00 -0.00 -8.21 17.27 -9.05 -0.00
0.00 0.00 -8.84 18.59 -9.75 0.00 0.00 0.00 0.00 -8.84 18.59 -9.75 0.00
0.00 0.00 -9.45 19.87 -10.42 0.00 0.00 -0.00 -0.00 -9.45 19.87 -10.42 -0.00
0.00 0.00 -10.04 21.10 -11.06 0.00 0.00 0.00 0.00 -10.04 21.10 -11.06 0.00
0.00 0.00 -10.59 22.27 -11.67 0.00 0.00 0.00 0.00 -10.59 22.27 -11.67 0.00
0.00 0.00 -11.11 23.36 -12.25 0.00 0.00 0.00 0.00 -11.11 23.36 -12.25 0.00
0.00 0.00 -11.59 24.36 -12.77 0.00 0.00 0.00 0.00 -11.59 24.36 -12.77 0.00
0.00 0.00 -12.03 25.28 -13.25 0.00 0.00 0.00 0.00 -12.03 25.28 -13.25 0.00
0.00 0.00 -12.41 26.10 -13.68 0.00 0.00 0.00 0.00 -12.41 26.10 -13.68 0.00
0.00 0.00 -12.76 26.81 -14.06 0.00 0.00 0.00 0.00 -12.76 26.81 -14.06 0.00
0.00 0.00 -13.05 27.43 -14.38 0.00 0.00 0.00 0.00 -13.05 27.43 -14.38 0.00
0.00 0.00 -13.29 27.93 -14.65 0.00 0.00 0.00 0.00 -13.29 27.93 -14.65 0.00
0.00 0.00 -13.48 28.34 -14.86 0.00 0.00 0.00 0.00 -13.48 28.34 -14.86 0.00
0.00 0.00 -13.63 28.64 -15.02 0.00 0.00 0.00 0.00 -13.63 28.64 -15.02 0.00
0.00 0.00 -13.73 28.86 -15.13 0.00 0.00 0.00 0.00 -13.73 28.86 -15.13 0.00
0.00 0.00 -13.80 29.00 -15.21 0.00 0.00 0.00 0.00 -13.80 29.00 -15.21 0.00
0.00 0.00 -13.83 29.08 -15.25 0.00 0.00 0.00 0.00 -13.83 29.08 -15.25 0.00
0.00 0.00 -13.85 29.11 -15.26 0.00 0.00 0.00 0.00 -13.85 29.11 -15.26 0.00
0.00 0.00 -13.85 29.11 -15.26 0.00 0.00 0.00 0.00 -13.85 29.11 -15.26 0.00
0.00 0.00 -13.85 29.11 -15.26 0.00 0.00 0.00 0.00 -13.85 29.11 -15.26 0.00
0.00 0.00 -13.85 29.11 -15.26 0.00 0.00 0.00 0.00 -13.85 29.11 -15.26 0.00
0.00 0.00 -13.85 29.11 -15.26 0.00 0.00 0.00 0.00 -13.85 29.11 -15.26 0.00
0.00 0.00 -13.86 29.13 -15.27 0.00 0.00 0.00 0.00 -13.86 29.13 -15.27 0.00
0.00 0.00 -13.88 29.15 -15.27 0.00 0.00 0.00 0.00 -13.88 29.15 -15.27 0.00
0.00 0.00 -13.91 29.19 -15.29 0.00 0.00 0.00 0.00 -13.91 29.19 -15.29 0.00
0.00 0.00 -13.95 29.26 -15.30 0.00 0.00 0.00 0.00 -13.95 29.26 -15.30 0.00
0.00 0.00 -14.02 29.34 -15.33 0.00 0.00 0.00 0.00 -14.02 29.34 -15.33 0.00
0.00 0.00 -14.10 29.46 -15.36 0.00 0.00 0.00 0.00 -14.10 29.46 -15.36 0.00
0.00 0.00 -14.21 29.60 -15.39 0.00 0.00 0.00 0.00 -14.21 29.60 -15.39 0.00
0.00 0.00 -14.34 29.77 -15.44 0.00 0.00 0.00 0.00 -14.34 29.77 -15.44 0.00
0.00 0.00 -14.49 29.98 -15.49 0.00 0.00 0.00 0.00 -14.49 29.98 -15.49 0.00
0.00 0.00 -14.66 30.21 -15.55 0.00 0.00 0.00 0.00 -14.66 30.21 -15.55 0.00
0.00 0.00 -14.86 30.48 -15.62 0.00 0.00 0.00 0.00 -14.86 30.48 -15.62 0.00
0.00 0.00 -15.08 30.78 -15.69 0.00 0.00 0.00 0.00 -15.08 30.78 -15.69 0.00
0.00 0.00 -15.33 31.10 -15.77 0.00 0.00 0.00 0.00 -15.33 31.10 -15.77 0.00
0.00 0.00 -15.60 31.45 -15.86 0.00 0.00 0.00 0.00 -15.60 31.45 -15.86 0.00
0.00 0.00 -15.88 31.83 -15.95 0.00 0.00 0.00 0.00 -15.88 31.83 -15.95 0.00
0.00 0.00 -16.19 32.23 -16.04 0.00 0.00 0.00 0.00 -16.19 32.23 -16.04 0.00
0.00 0.00 -16.52 32.65 -16.13 0.00 0.00 0.00 0.00 -16.52 32.65 -16.13 0.00
0.00 0.00 -16.86 33.09 -16.23 0.00 0.00 0.00 0.00 -16.86 33.09 -16.23 0.00
0.00 0.00 -17.22 33.55 -16.33 0.00 0.00 0.00 0.00 -17.22 33.55 -16.33 0.00
0.00 0.00 -17.59 34.02 -16.43 0.00 0.00 0.00 0.00 -17.59 34.02 -16.43 0.00
0.00 0.00 -17.97 34.49 -16.52 0.00 0.00 0.00 0.00 -17.97 34.49 -16.52 0.00
0.00 0.00 -18.36 34.98 -16.62 0.00 0.00 0.00 0.00 -18.36 34.98 -16.62 0.00
0.00 0.00 -18.76 35.47 -16.71 0.00 0.00 0.00 0.00 -18.76 35.47 -16.71 0.00
0.00 0.00 -19.17 35.97 -16.80 0.00 0.00 0.00 0.00 -19.17 35.97 -16.80 0.00
0.00 0.00 -19.58 36.46 -16.88 0.00 0.00 0.00 0.00 -19.58 36.46 -16.88 0.00
0.00 0.00 -19.99 36.96 -16.96 0.00 0.00 0.00 0.00 -19.99 36.96 -16.96 0.00
0.00 0.00 -20.41 37.45 -17.04 0.00 0.00 0.00 0.00 -20.41 37.45 -17.04 0.00
0.00 0.00 -20.82 37.93 -17.11 0.00 0.00 0.00 0.00 -20.82 37.93 -17.11 0.00
0.00 0.00 -21.23 38.40 -17.17 0.00 0.00 0.00 0.00 -21.23 38.40 -17.17 0.00
0.00 0.00 -21.63 38.87 -17.23 0.00 0.00 0.00 0.00 -21.63 38.87 -17.23 0.00
0.00 0.00 -22.03 39.32 -17.29 0.00 0.00 0.00 0.00 -22.03 39.32 -17.29 0.00
0.00 0.00 -22.42 39.76 -17.34 0.00 0.00 0.00 0.00 -22.42 39.76 -17.34 0.00
0.00 0.00 -22.80 40.18 -17.38 0.00 0.00 0.00 0.00 -22.80 40.18 -17.38 0.00
0.00 0.00 -23.17 40.59 -17.42 0.00 0.00 0.00 0.00 -23.17 40.59 -17.42 0.00
0.00 0.00 -23.53 40.98 -17.45 0.00 0.00 0.00 0.00 -23.53 40.98 -17.45 0.00
0.00 0.00 -23.87 41.36 -17.48 0.00 0.00 0.00 0.00 -23.87 41.36 -17.48 0.00
